"Anyagszám_ID","Gép_ID"
"134","99"
"134","100"
"134","236"
"135","234"
"136","236"
"137","236"
"138","236"
"139","236"
"140","236"
"141","236"
"142","162"
"144","245"
"145","234"
"146","234"
"147","234"
"148","234"
"149","234"
"150","92"
"151","235"
"151","236"
"151","237"
"151","250"
"152","51"
"153","235"
"153","236"
"153","237"
"153","250"
"154","251"
"156","251"
"157","92"
"157","235"
"158","92"
"158","235"
"159","92"
"159","235"
"160","92"
"160","235"
"161","92"
"161","235"
"162","92"
"162","235"
"163","238"
"164","86"
"165","251"
"166","86"
"167","86"
"168","86"
"170","251"
"171","251"
"172","100"
"173","11"
"173","12"
"174","11"
"174","12"
"175","11"
"175","12"
"176","11"
"176","12"
"177","11"
"177","12"
"188","234"
"189","234"
"190","234"
"191","234"
"192","235"
"193","235"
"194","235"
"195","235"
"196","235"
"197","72"
"198","252"
"199","240"
"200","8"
"200","9"
"200","10"
"201","143"
"202","50"
"203","251"
"206","267"
"207","238"
"208","110"
"208","111"
"209","110"
"209","111"
"210","3"
"212","171"
"212","172"
"213","238"
"214","238"
"7000119","235"
"7000119","236"
"7000128","240"
"7000153","240"
"7000161","80"
"7000200","240"
"7000210","38"
"7000211","240"
"7000390","240"
"7000480","240"
"7000690","240"
"7000720","67"
"7000812","240"
"7000830","45"
"7000830","48"
"7000830","240"
"7000840","240"
"7000903","238"
"7001058","58"
"7001222","87"
"7001253","238"
"7001285","240"
"7001573","235"
"7001573","236"
"7001573","237"
"7001590","82"
"7001590","138"
"7001590","236"
"7001590","240"
"7001610","240"
"7001611","240"
"7001650","240"
"7001660","240"
"7001737","234"
"7001739","234"
"7001740","26"
"7001752","35"
"7001752","36"
"7001752","37"
"7001752","38"
"7001946","234"
"7001961","234"
"7001991","14"
"7001991","19"
"7001991","234"
"7001993","234"
"7002002","240"
"7002003","234"
"7002011","234"
"7002013","234"
"7002015","234"
"7002016","234"
"7002016","235"
"7002016","236"
"7002016","237"
"7002016","255"
"7002021","234"
"7002021","235"
"7002021","236"
"7002021","237"
"7002031","21"
"7002034","235"
"7002034","236"
"7002034","237"
"7002037","235"
"7002037","236"
"7002037","237"
"7002041","234"
"7002048","234"
"7002080","234"
"7002210","83"
"7002222","82"
"7002222","83"
"7002222","84"
"7002222","85"
"7002222","86"
"7002222","87"
"7002222","88"
"7002222","89"
"7002222","90"
"7002224","235"
"7002224","236"
"7002224","237"
"7002231","238"
"7002241","240"
"7002350","234"
"7002352","65"
"7002356","234"
"7002390","65"
"7002400","234"
"7002401","234"
"7002402","234"
"7002436","93"
"7002436","234"
"7002470","35"
"7002470","36"
"7002470","37"
"7002470","38"
"7002472","234"
"7002532","240"
"7002533","240"
"7002636","238"
"7002646","234"
"7002690","240"
"7002692","238"
"7002701","240"
"7002702","234"
"7002705","234"
"7002714","234"
"7002723","234"
"7002772","238"
"7002813","2"
"7002854","241"
"7002880","234"
"7002884","41"
"7002884","42"
"7002884","43"
"7002884","241"
"7002884","247"
"7002931","234"
"7002951","13"
"7002951","14"
"7002951","15"
"7002951","16"
"7002951","17"
"7002951","18"
"7002951","19"
"7002951","20"
"7002951","21"
"7002951","22"
"7002951","23"
"7002951","24"
"7002951","25"
"7002951","26"
"7002951","27"
"7002951","28"
"7002951","29"
"7002951","30"
"7002951","31"
"7002951","32"
"7002951","34"
"7002952","234"
"7003000","241"
"7003000","247"
"7003001","62"
"7003034","57"
"7003034","58"
"7003034","59"
"7003034","60"
"7003047","100"
"7003047","236"
"7003050","234"
"7003060","236"
"7003102","234"
"7003125","79"
"7003127","10"
"7003134","13"
"7003134","14"
"7003134","15"
"7003134","16"
"7003134","17"
"7003134","18"
"7003134","19"
"7003134","20"
"7003134","21"
"7003134","22"
"7003134","23"
"7003134","24"
"7003134","25"
"7003134","26"
"7003134","27"
"7003134","28"
"7003134","29"
"7003134","30"
"7003134","31"
"7003134","32"
"7003134","33"
"7003134","34"
"7003138","1"
"7003138","2"
"7003138","3"
"7003138","4"
"7003139","234"
"7003139","238"
"7003144","99"
"7003156","234"
"7003302","240"
"7003310","234"
"7003311","234"
"7003320","234"
"7003338","234"
"7003338","250"
"7003366","86"
"7003369","234"
"7003388","60"
"7003388","241"
"7003388","247"
"7003394","241"
"7003394","247"
"7003414","236"
"7003464","234"
"3000000258","235"
"3000000258","236"
"3000000258","237"
"3000000259","93"
"3000000259","236"
"3000000260","37"
"3000000265","235"
"3000000265","236"
"3000000265","237"
"3000000269","234"
"3000000348","5"
"3000000381","35"
"3000000381","36"
"3000000381","37"
"3000000381","38"
"3000000407","92"
"3000000407","234"
"3000000407","235"
"3000000407","236"
"3000000407","237"
"3000000407","254"
"3000000440","57"
"3000000440","58"
"3000000440","59"
"3000000440","60"
"3000000440","234"
"3000000486","236"
"3000000487","235"
"3000000487","237"
"3000000488","234"
"3000000488","235"
"3000000488","236"
"3000000488","237"
"3000000488","254"
"3000000488","255"
"3000000524","239"
"3000000524","246"
"3000000543","76"
"3000000557","92"
"3000000557","235"
"3000000567","234"
"3000000570","235"
"3000000570","236"
"3000000570","237"
"3000000671","241"
"3000000672","94"
"3000000725","234"
"3000000733","41"
"3000000733","42"
"3000000733","43"
"3000000747","234"
"3000000750","235"
"3000000750","236"
"3000000750","237"
"3000000750","255"
"3000000762","234"
"3000000783","73"
"3000000786","52"
"3000000788","235"
"3000000788","236"
"3000000788","237"
"3000000795","234"
"3000000805","234"
"3000000810","266"
"3000001590","98"
"3000001622","234"
"3000001633","8"
"3000001657","235"
"3000001676","234"
"3000001676","237"
"3000001703","14"
"3000001769","234"
"3000001841","236"
"3000001846","234"
"3000001847","234"
"3000001848","234"
"3000001850","236"
"3000001871","235"
"3000001871","236"
"3000001871","237"
"3000001897","234"
"3000001903","145"
"3000001904","145"
"3000001905","145"
"3000001912","4"
"3000001927","235"
"3000001927","236"
"3000001927","237"
"3000001927","254"
"3000001990","7"
"3000002008","99"
"3000002015","234"
"3000002042","234"
"3000002043","234"
"3000002078","235"
"3000002078","236"
"3000002078","237"
"3000002078","238"
"3000002078","254"
"3000002098","95"
"3000002098","235"
"3000002098","237"
"3000002119","238"
"3000002119","240"
"3000002122","72"
"3000002122","75"
"3000002122","80"
"3000002163","80"
"3000002168","236"
"3000002184","13"
"3000002201","1"
"3000002201","2"
"3000002201","3"
"3000002201","4"
"3000002236","250"
"3000002263","8"
"3000002279","234"
"3000002535","235"
"3000002535","237"
"3000002635","240"
"3000002649","235"
"3000002649","236"
"3000002649","237"
"3000002658","240"
"3000002670","99"
"3000002672","235"
"3000002672","236"
"3000002672","237"
"3000002782","1"
"3000002782","2"
"3000002782","3"
"3000002782","4"
"3000002811","242"
"3000002826","238"
"3000002843","96"
"3000002864","100"
"3000002890","75"
"3000002892","242"
"3000002971","240"
"3000003086","236"
"3000003095","235"
"3000003095","236"
"3000003095","237"
"3000003162","247"
"3000003225","234"
"3000003402","13"
"3000003404","234"
"3000003438","237"
"3000003440","73"
"3000003534","234"
"3000003623","92"
"3000003623","102"
"3000003623","235"
"3000003623","236"
"3000003627","232"
"3000003627","233"
"3000003643","40"
"3000003646","234"
"3000003677","252"
"3000003678","252"
"3000003692","14"
"3000003717","234"
"3000003776","38"
"3000003783","234"
"3000003794","234"
"3000003820","128"
"3000003820","129"
"3000003836","236"
"3000003844","241"
"3000003849","96"
"3000003849","102"
"3000003852","92"
"3000003852","235"
"3000003854","126"
"3000003926","129"
"3000003963","244"
"3000003983","243"
"3000003986","240"
"3000003990","99"
"3000003997","133"
"3000003997","134"
"3000003997","135"
"3000003997","136"
"3000004008","135"
"3000004050","234"
"3000004066","251"
"3000004119","250"
"3000004156","242"
"3000004157","242"
"3000004158","65"
"3000004163","128"
"3000004163","129"
"3000004163","135"
"3000004163","136"
"3000004180","242"
"3000004199","254"
"3000004199","255"
"3000004201","102"
"3000004207","234"
"3000004207","238"
"3000004249","243"
"3000004274","1"
"3000004274","2"
"3000004274","3"
"3000004274","4"
"3000004284","57"
"3000004337","52"
"3000004353","107"
"3000004354","107"
"3000004359","81"
"3000004359","82"
"3000004359","83"
"3000004359","84"
"3000004359","85"
"3000004359","86"
"3000004359","87"
"3000004359","88"
"3000004362","5"
"3000004453","232"
"3000004453","233"
"3000004462","241"
"3000004462","247"
"3000004482","236"
"3000004484","235"
"3000004484","237"
"3000004492","234"
"3000004494","238"
"3000004501","238"
"3000004503","236"
"3000004505","234"
"3000004505","235"
"3000004505","237"
"3000004506","236"
"3000004511","234"
"3000004597","102"
"3000004601","235"
"3000004622","99"
"3000004622","100"
"3000004622","101"
"3000004624","236"
"3000004674","36"
"3000004710","234"
"3000004711","255"
"3000004712","255"
"3000004720","234"
"3000004722","234"
"3000004727","102"
"3000004756","251"
"3000004774","76"
"3000004786","34"
"3000004786","96"
"3000004787","251"
"3000004882","234"
"3000004938","240"
"3000004956","107"
"3000004976","29"
"3000005019","61"
"3000005036","13"
"3000005036","14"
"3000005036","15"
"3000005036","16"
"3000005036","17"
"3000005036","18"
"3000005036","19"
"3000005036","20"
"3000005037","21"
"3000005037","22"
"3000005037","23"
"3000005037","24"
"3000005037","25"
"3000005037","26"
"3000005037","27"
"3000005037","28"
"3000005037","29"
"3000005037","30"
"3000005037","31"
"3000005037","32"
"3000005037","33"
"3000005037","34"
"3000005049","8"
"3000005057","98"
"3000005122","97"
"3000005126","132"
"3000005139","252"
"3000005173","59"
"3000005205","236"
"3000005231","250"
"3000005236","240"
"3000005238","137"
"3000005252","99"
"3000005264","15"
"3000005278","1"
"3000005282","108"
"3000005309","241"
"3000005309","247"
"3000005310","241"
"3000005310","247"
"3000005311","241"
"3000005311","247"
"3000005312","241"
"3000005312","247"
"3000005313","241"
"3000005313","247"
"3000005317","8"
"3000005318","125"
"3000005319","125"
"3000005320","125"
"3000005321","125"
"3000005322","163"
"3000005323","125"
"3000005324","125"
"3000005325","126"
"3000005326","128"
"3000005328","242"
"3000005329","242"
"3000005330","242"
"3000005332","242"
"3000005333","242"
"3000005334","242"
"3000005335","242"
"3000005336","242"
"3000005337","242"
"3000005338","242"
"3000005339","125"
"3000005348","114"
"3000005349","252"
"3000005350","134"
"3000005352","242"
"3000005357","44"
"3000005358","44"
"3000005359","44"
"3000005360","255"
"3000005364","91"
"3000005364","92"
"3000005364","93"
"3000005364","94"
"3000005364","95"
"3000005364","97"
"3000005364","98"
"3000005365","102"
"3000005365","103"
"3000005365","107"
"3000005365","108"
"3000005366","127"
"3000005366","132"
"3000005369","127"
"3000005369","132"
"3000005370","133"
"3000005370","134"
"3000005372","127"
"3000005372","135"
"3000005372","136"
"3000005373","127"
"3000005374","127"
"3000005375","133"
"3000005375","134"
"3000005376","135"
"3000005376","136"
"3000005377","128"
"3000005377","129"
"3000005378","133"
"3000005378","134"
"3000005379","127"
"3000005380","128"
"3000005380","129"
"3000005381","133"
"3000005381","134"
"3000005384","128"
"3000005384","129"
"3000005384","135"
"3000005384","136"
"3000005385","132"
"3000005386","127"
"3000005387","133"
"3000005387","134"
"3000005388","135"
"3000005388","136"
"3000005389","128"
"3000005389","129"
"3000005390","132"
"3000005392","127"
"3000005392","132"
"3000005394","133"
"3000005394","134"
"3000005394","135"
"3000005394","136"
"3000005395","128"
"3000005395","129"
"3000005396","132"
"3000005438","252"
"3000005439","252"
"3000005440","252"
"3000005441","252"
"3000005442","252"
"3000005444","234"
"3000005444","239"
"3000005477","2"
"3000005478","2"
"3000005492","234"
"3000005498","151"
"3000005507","151"
"3000005510","241"
"3000005511","151"
"3000005553","151"
"3000005558","235"
"3000005558","237"
"3000005558","238"
"3000005559","92"
"3000005560","238"
"3000005562","40"
"3000005565","40"
"3000005578","240"
"3000005587","234"
"3000005588","234"
"3000005589","234"
"3000005590","234"
"3000005605","141"
"3000005606","141"
"3000005611","144"
"3000005612","54"
"3000005617","252"
"3000921139","13"
"3000928428","252"
"3000928434","252"
"3000928438","252"
"3000928439","252"
"3000928440","252"
"3000928441","252"
